so_number,order_date,customer_code,total_quantity,total_amount,total_amount_pdf,message_id,raw_customer_name,raw_tax_id,raw_address,customer_mapping_confidence,customer_mapping_method,customer_review_required,has_warning
BH26.1198,2026-03-10,KH-00030,13,20508328,,<177639809803.27.13358788648233946143@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH,200808043,"khu Minh Khai, Phường Tuần Châu, Tỉnh Quảng Ninh",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1199,2026-03-10,KH-00105,2,4018518,,<177639809803.27.16962548969020776828@phucan.vn>,CỬA HÀNG XE ĐẠP PHÚC AN,271803000,"Phường Nghĩa Đô, TP Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1200,2026-03-10,KH-00245,2,5166666,,<177639809801.27.8958513702073725534@tantien.vn>,CỬA HÀNG XE ĐẠP TÂN TIẾN,231779921,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1201,2026-03-10,KH-00245,5,12824073,,<177639809804.27.9852842016932379513@tantien.vn>,CỬA HÀNG XE ĐẠP TÂN TIẾN,231779921,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1202,2026-03-11,KH-00051,15,22779064,,<177639809823.27.8315829151595664606@khaihoan.vn>,CÔNG TY CỔ PHẦN KHẢI HOÀN,181472026,"30, Khu Phố 1, Phường Quế Võ, Bắc Ninh",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1203,2026-03-11,KH-00417,23,38747028,,<177639809819.27.2822188576191688184@vietanh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,159379852,"Đường Mạc Đăng Dung, Khu Tân Thành, Phường Đông Mai, Quảng Ninh, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1204,2026-03-11,KH-00613,18,29994436,,<177639809819.27.9624528659831980610@hungcuong.vn>,DOANH NGHIỆP TW HÙNG CƯỜNG,156713920,"Phường Hiệp Hòa, Quảng Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1205,2026-03-11,KH-00464,19,34253878,,<177639809820.27.11361577470028684966@khaihoan.vn>,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,112958913,"0Ki ốt T1A 10, Phường Việt Trì, Tỉnh Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1206,2026-03-11,KH-00553,1,2105000,,<177639809820.27.14289612532636562202@sonha.vn>,CÔNG TY CỔ PHẦN SƠN HÀ,243677870,"Tây Sơn, Phường Đống Đa, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1207,2026-03-11,KH-00346,67,103172470,,<177639809820.27.15232114805763592015@truongthinh.vn>,DOANH NGHIỆP TW TRƯỜNG THỊNH,249935091,"SN19, Đường Hùng Vương, Phường Vĩnh Yên, Tỉnh Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1208,2026-03-11,KH-00521,20,35487766,,<177639809821.27.5945470040130556407@khaihoan.vn>,CỬA HÀNG XE ĐẠP KHẢI HOÀN,291633835,"Xã Bình Lục, Tỉnh Ninh Bình",100.0,TAX_ID_EXACT,False,False
BH26.1209,2026-03-11,KH-00386,81,130873946,,<177639809821.27.17240730712398285219@khaihoan.vn>,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,113978498,"Thụy Sơn 2, Phường Tân Sơn, Thị Xã Kim Bảng, Tỉnh Hà Nam, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1210,2026-03-11,KH-00489,38,61729980,,<177639809825.27.9530090688186237802@dongnam.vn>,CÔNG TY CỔ PHẦN ĐÔNG NAM,100492499,"đường Lê Công Thanh, phường Hai Bà Trưng, thành phố Phủ Lý, tỉnh Hà Nam",100.0,TAX_ID_EXACT,False,False
BH26.1211,2026-03-11,KH-00389,22,33470914,,<177639809823.27.10511870568477172309@truongthinh.vn>,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,246201679,"Đường Đình Hương, Phường Đông Cương, Thành phố Thanh Hoá, Tỉnh Thanh Hoá",100.0,TAX_ID_EXACT,False,False
BH26.1212,2026-03-11,KH-00372,43,68942768,,<177639809824.27.5995453179806354317@mattroi.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,161706232,"Quốc lộ 47, thôn Nhật Quả, Xã Thọ Phú, Thanh Hóa",100.0,TAX_ID_EXACT,False,False
BH26.1213,2026-03-11,KH-00676,16,31119344,,<177639809824.27.6545365259040685191@vanloi.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,154644399,"phố 10, Xã Thượng Bằng La, Lào Cai",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1214,2026-03-11,KH-00076,56,126019970,,<177639809825.27.5158788475996107334@dailoi.vn>,CỬA HÀNG XE ĐẠP ĐẠI LỢI,207110960,"Lý Thái Tổ, Phường Trần Phú, Thành phố Bắc Giang, Bắc Giang",100.0,TAX_ID_EXACT,False,False
BH26.1215,2026-03-11,KH-00577,50,70522008,,<177639809825.27.16235114976191235898@daiduong.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,165696049,"Cổng phụ trường THPT Hùng Vương, Xã Như Quỳnh, Tỉnh Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1216,2026-03-11,KH-00609,30,43868967,,<177639809818.27.16446656043816432792@ngocanh.vn>,DOANH NGHIỆP TW NGỌC ANH,139564642,"Đội 3, thôn Dị Chế, , Tỉnh Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1217,2026-03-11,KH-00284,16,23565546,,<177639809823.27.6205422425094844779@ngocanh.vn>,HỘ KINH DOANH NGỌC ANH,196142234,"Ngã 35, Tứ Mỹ, Phùng Chí Kiên, Mỹ Hào, Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1218,2026-03-11,KH-00373,53,86026179,,<177639809818.27.7748716103416531405@thienan.vn>,DOANH NGHIỆP TW THIÊN AN,208198878,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1219,2026-03-11,KH-00373,8,10484440,,<177639809814.27.3658538671487530016@thienan.vn>,DOANH NGHIỆP TW THIÊN AN,208198878,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên",100.0,TAX_ID_EXACT,False,False
BH26.1220,2026-03-11,KH-00027,62,105559226,,<177639809811.27.11176747443246348983@daiduong.vn>,HỘ KINH DOANH ĐẠI DƯƠNG,213776915,"khu đấu giá Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1221,2026-03-11,KH-00470,24,38529993,,<177639809811.27.13251352057139957311@vinhphat.vn>,CÔNG TY CỔ PHẦN VĨNH PHÁT,296996112,"phố số 3, Xã Nghi Lộc, Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1222,2026-03-11,KH-00088,38,71745627,,<177639809813.27.3020945897761388736@sanlap.vn>,CỬA HÀNG XE ĐẠP SÁN LẠP,234800323,"Khối 5 Thị Trấn Cầu Giát , Huyện Quỳnh Lưu , Tỉnh Nghệ An",100.0,TAX_ID_EXACT,False,False
BH26.1223,2026-03-11,KH-00420,29,46757208,,<177639809813.27.10674849247090465813@quangvinh.vn>,CÔNG TY CỔ PHẦN QUANG VINH,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",100.0,TAX_ID_EXACT,False,False
BH26.1224,2026-03-11,KH-00407,15,24363792,,<177639809818.27.7997095175640094819@longphu.vn>,DOANH NGHIỆP TW LONG PHÚ,255918865,"Yên Thế, Hòa An, Phường An Khê, Thành phố Đà Nẵng",100.0,TAX_ID_EXACT,False,False
BH26.1225,2026-03-11,KH-00218,18,30464535,,<177639809813.27.10621574804338929179@binhminh.vn>,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,100087121,"xã Kim Anh, Kim Thành, Hải Dương",100.0,TAX_ID_EXACT,False,False
BH26.1226,2026-03-11,KH-00596,19,34140546,,<177639809810.27.4726861921730437872@thuytien.vn>,DOANH NGHIỆP TW THUỶ TIÊN,273804658,"KDC mới, Xã Nam An Phụ, TP Hải Phòng",100.0,TAX_ID_EXACT,False,False
BH26.1227,2026-03-11,KH-00385,35,60902760,,<177639809814.27.6923191417855201442@thienan.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,149646321,"Lê Thanh Nghị, Phường Lê Thanh Nghị, Thành phố Hải Dương, Hải Dương",100.0,TAX_ID_EXACT,False,False
BH26.1228,2026-03-11,KH-00363,40,81511090,,<177639809817.27.11945064691057206646@dailoi.vn>,HỘ KINH DOANH ĐẠI LỢI,177914308,"Đường Trần Hưng Đạo, Phường Kinh Môn, Thành phố Hải Phòng",100.0,TAX_ID_EXACT,False,False
BH26.1229,2026-03-11,KH-00563,54,84006642,,<177639809815.27.15321342310051748667@yenbinh.vn>,HỘ KINH DOANH YÊN BÌNH,236481534,"đường Phạm Văn Đồng, Phường Đông Ngạc, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1230,2026-03-11,KH-00485,31,54193877,,<177639809815.27.12860940850008831020@sanlap.vn>,CÔNG TY CỔ PHẦN SÁN LẠP,188289521,"Thôn Mùi, Xã Bình Minh, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1231,2026-03-11,KH-00459,31,48779429,,<177639809815.27.12622351382661091672@toanthang.vn>,CÔNG TY CỔ PHẦN TOÀN THẮNG,267718135,"Xã Bình Minh, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1232,2026-03-11,KH-00506,35,69507207,,<177639809816.27.14687799648936883945@thanhbinh.vn>,CÔNG TY TNHH THANH BÌNH,293390264,"phố Nguyễn Thái Học, Xã Đan Phượng, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1233,2026-03-11,KH-00414,10,15916660,,<177639809816.27.757591818733537862@dailoi.vn>,HỘ KINH DOANH ĐẠI LỢI,105325305,"Nhà số 7, đường Tam Đạc 2, cụm 7, xã Liên Minh, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1234,2026-03-11,KH-00091,248,308250000,,<177639809817.27.12202914834750778984@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1235,2026-03-12,KH-00048,1,3324074,,<177639809833.27.18087228765056965197@thuytien.vn>,CÔNG TY TNHH THUỶ TIÊN,297282681,"khu đô thị Định Công, Đường Trần Điền, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1236,2026-03-12,KH-00326,1,2490741,,<177639809834.27.5575852975390187923@vinhphat.vn>,CỬA HÀNG XE ĐẠP VĨNH PHÁT,285695531,"đường Phùng Hưng, phố Bình Minh, Phường Hạc Thành, Thanh Hóa",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1237,2026-03-12,KH-00377,29,48651655,,<177639809835.27.2335043480541008849@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,136757644,"Đường Đa Tốn, Xã Bát Tràng, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1238,2026-03-12,KH-00543,32,51672763,,<177639809835.27.1005827494607807626@sonha.vn>,CÔNG TY CỔ PHẦN SƠN HÀ,241076147,"đường Cầu Diễn, Phường Xuân Phương, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1239,2026-03-12,KH-00665,1,1622222,,<177639809836.27.226256690468261779@taybac.vn>,CÔNG TY CỔ PHẦN TÂY BẮC,271182478,"Hoàng Đạo Thành, Phường Khương Đình, Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1240,2026-03-12,KH-00665,11,26760550,,<177639809836.27.17415379513898562084@taybac.vn>,CÔNG TY CỔ PHẦN TÂY BẮC,271182478,"Hoàng Đạo Thành, Phường Khương Đình, Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1241,2026-03-12,KH-00192,10,22149995,,<177639809836.27.13886564552366323978@khaihoan.vn>,HỘ KINH DOANH KHẢI HOÀN,181517969,"Kim Đồng, Tổ dân phố 12, Phường Thục Phán, Tỉnh Cao Bằng",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1242,2026-03-12,KH-00503,37,54033312,,<177639809838.27.2798869327623312129@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,170794199,"Phố Vồi, Xã Thường Tín, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1243,2026-03-12,KH-00503,5,8771108,,<177639809837.27.8830718475038778848@phuthinh.vn>,DOANH NGHIỆP TW PHÚ THỊNH,170794199,"Phố Vồi, Xã Thường Tín, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1244,2026-03-12,KH-00587,24,49566658,,<177639809837.27.17810288036436669726@anphat.vn>,DOANH NGHIỆP TW AN PHÁT,173911310,"Minh Cường, Xã Phú Xuyên, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1245,2026-03-12,KH-00587,23,41277210,,<177639809837.27.15895982980844849979@anphat.vn>,DOANH NGHIỆP TW AN PHÁT,173911310,"Minh Cường, Xã Phú Xuyên, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1246,2026-03-12,KH-00510,17,28359993,,<177639809838.27.1205373585786809308@ngocanh.vn>,CỬA HÀNG XE ĐẠP NGỌC ANH,221409129,"Phố mới - TT Hồ, Phường Thuận Thành, Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1247,2026-03-12,KH-00352,32,40180549,,<177639809838.27.10644161538110721175@longphu.vn>,CỬA HÀNG XE ĐẠP LONG PHÚ,260474206,"khu 3B, Phường Việt Hưng, Tỉnh Quảng Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1248,2026-03-12,KH-00650,46,76516552,,<177639809833.27.14023360472389184236@hoabinh.vn>,DOANH NGHIỆP TW HOÀ BÌNH,268764819,"Cầu Đào, Thị trấn Nhân Thắng(Hết hiệu lưc), Tỉnh Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1249,2026-03-12,KH-00650,2,5921110,,<177639809834.27.5464782685932204185@hoabinh.vn>,DOANH NGHIỆP TW HOÀ BÌNH,268764819,"Cầu Đào, Thị trấn Nhân Thắng(Hết hiệu lưc), Tỉnh Bắc Ninh",100.0,TAX_ID_EXACT,False,False
BH26.1250,2026-03-12,KH-00049,2,5921110,,<177639809833.27.5100517886510002242@thuytien.vn>,CÔNG TY CỔ PHẦN THUỶ TIÊN,209463930,"Khu phố Chương Xá, Phường Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1251,2026-03-12,KH-00049,11,26241107,,<177639809830.27.17540594946802606433@thuytien.vn>,CÔNG TY CỔ PHẦN THUỶ TIÊN,209463930,"Khu phố Chương Xá, Phường Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1252,2026-03-12,KH-00683,11,19830550,,<177639809826.27.4452233261987052327@dailoi.vn>,DOANH NGHIỆP TW ĐẠI LỢI,193587406,"Phường Thi Sơn, Thị xã Kim Bảng, Hà Nam",100.0,TAX_ID_EXACT,False,False
BH26.1253,2026-03-12,KH-00683,24,48283323,,<177639809826.27.10241193405939150872@dailoi.vn>,DOANH NGHIỆP TW ĐẠI LỢI,193587406,"Phường Thi Sơn, Thị xã Kim Bảng, Hà Nam",100.0,TAX_ID_EXACT,False,False
BH26.1254,2026-03-12,KH-00024,36,62665539,,<177639809827.27.8782367727035336223@minhphuong.vn>,CÔNG TY TNHH MINH PHƯƠNG,223572625,"Phố Mỹ Lộ, Thị trấn Thiên Tôn, Huyện Hoa Lư, Tỉnh Ninh Bình, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1255,2026-03-12,KH-00481,22,35658325,,<177639809827.27.8267361165536294789@hoabinh.vn>,CÔNG TY CỔ PHẦN HOÀ BÌNH,213822453,"Chợ Mơ, Xã Cổ Đô, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1256,2026-03-12,KH-00530,10,16747774,,<177639809827.27.5427688457416890414@taybac.vn>,DOANH NGHIỆP TW TÂY BẮC,296781744,"Xã Quảng Oai, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1257,2026-03-12,KH-00514,16,23321567,,<177639809828.27.4488188063617971853@hungcuong.vn>,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,291784533,"TDP phố Săn, Thị trấn Liên Quan, Huyện Thạch Thất, Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1258,2026-03-12,KH-00513,67,94050431,,<177639809831.27.3533307314170100474@dongnam.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,181076657,"TDP Phố Huyện, Xã Quốc Oai, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1259,2026-03-12,KH-00563,51,76273861,,<177639809828.27.6341204625649729525@yenbinh.vn>,HỘ KINH DOANH YÊN BÌNH,236481534,"đường Phạm Văn Đồng, Phường Đông Ngạc, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1260,2026-03-12,KH-00563,3,4133331,,<177639809829.27.10152875311637045222@yenbinh.vn>,HỘ KINH DOANH YÊN BÌNH,236481534,"đường Phạm Văn Đồng, Phường Đông Ngạc, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1261,2026-03-12,KH-00562,8,12342218,,<177639809828.27.6807225847546696634@namtien.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,192433335,"Quang Trung, Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1262,2026-03-12,KH-00562,5,11472220,,<177639809829.27.8370122798784204091@namtien.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,192433335,"Quang Trung, Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1263,2026-03-12,KH-00477,32,50603129,,<177639809829.27.4252676278829448649@dailoi.vn>,CỬA HÀNG XE ĐẠP ĐẠI LỢI,206875995,"Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1264,2026-03-12,KH-00477,9,15932219,,<177639809830.27.5820832176229135425@dailoi.vn>,CỬA HÀNG XE ĐẠP ĐẠI LỢI,206875995,"Phường Hà Đông, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1265,2026-03-13,KH-00536,22,39349436,,<177639809847.27.14595944650824947960@longphu.vn>,CỬA HÀNG XE ĐẠP LONG PHÚ,260443448,"tòa nhà CT1 Khu Nhà Bắc Linh Đàm, Phường Định Công, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1266,2026-03-13,KH-00004,26,41164896,,<177639809847.27.14829442329739479712@khaihoan.vn>,DOANH NGHIỆP TW KHẢI HOÀN,176705791,nan,100.0,TAX_ID_EXACT,False,False
BH26.1267,2026-03-13,KH-00556,14,18598050,,<177639809847.27.2117249017092368473@thienan.vn>,DOANH NGHIỆP TW THIÊN AN,297200694,"XÓM GIAO THÔNG, Xã An Khánh, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1268,2026-03-13,KH-00556,2,2993888,,<177639809849.27.14621416295300196968@thienan.vn>,DOANH NGHIỆP TW THIÊN AN,297200694,"XÓM GIAO THÔNG, Xã An Khánh, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1269,2026-03-13,KH-00084,41,68277194,,<177639809848.27.2748369229262316450@toanthang.vn>,CỬA HÀNG XE ĐẠP TOÀN THẮNG,249083602,"Thửa đất số 203-2, Khu đất dịch vụ Khu Đồng Mới, đường An Khánh, thôn An Thọ, Xã An Khánh, TP Hà Nội",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1270,2026-03-13,KH-00359,75,139442096,,<177639809848.27.2623796383670213003@vanloi.vn>,CÔNG TY CỔ PHẦN VẠN LỢI,203193677,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1271,2026-03-13,KH-00419,44,78918501,,<177639809849.27.15204549857327690111@daiduong.vn>,DOANH NGHIỆP TW ĐẠI DƯƠNG,248272374,"ngách 6, Ngõ 13 Tả Thanh Oai, Xã Đại Thanh, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1272,2026-03-13,KH-00402,40,72387204,,<177639809849.27.8100951355409195581@dailoi.vn>,CÔNG TY CỔ PHẦN ĐẠI LỢI,100950622,"Ngô Gia Tự, Phường Việt Hưng, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1273,2026-03-13,KH-00502,36,56346650,,<177639809850.27.5609492295310979958@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH,204074148,"Tương Chúc, Xã Nam Phù, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1274,2026-03-13,KH-00502,7,13586108,,<177639809850.27.5022055806713150184@binhminh.vn>,CỬA HÀNG XE ĐẠP BÌNH MINH,204074148,"Tương Chúc, Xã Nam Phù, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1275,2026-03-13,KH-00594,58,76934782,,<177639809851.27.8075225820742376717@longphu.vn>,DOANH NGHIỆP TW LONG PHÚ,246803444,"Khối 4, Xã Yên Thành, Tỉnh Nghệ An, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1276,2026-03-13,KH-00692,21,31578415,,<177639809851.27.16406956473129914620@sanlap.vn>,CỬA HÀNG XE ĐẠP SÁN LẠP,234723217,"đường Vạn Xuân, thôn Phố Thú Y, Xã Hoài Đức, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1277,2026-03-13,KH-00534,20,36728324,,<177639809846.27.15856945382118850061@anphat.vn>,DOANH NGHIỆP TW AN PHÁT,171317819,"Phố Me, Xã Tam Dương, Tỉnh Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1278,2026-03-13,KH-00347,44,71334978,,<177639809846.27.4305909118980879693@vanloi.vn>,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,155019036,"Phố Tân Hoa, Thị Trấn Thổ Tang, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1279,2026-03-13,KH-00347,2,4588888,,<177639809845.27.8668355238471926434@vanloi.vn>,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,155019036,"Phố Tân Hoa, Thị Trấn Thổ Tang, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1280,2026-03-13,KH-00659,72,123632010,,<177639809841.27.7910514230799020112@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1281,2026-03-13,KH-00659,15,18282405,,<177639809839.27.4578315028749445908@quangvinh.vn>,CỬA HÀNG XE ĐẠP QUANG VINH,232799936,"Xã Hợp Lý, Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1282,2026-03-13,KH-00533,20,35829994,,<177639809840.27.7677055647458955472@yenbinh.vn>,CÔNG TY TNHH YÊN BÌNH,251387989,"Khu phố II, Xã Bình Nguyên, Tỉnh Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1283,2026-03-13,KH-00451,17,26331106,,<177639809840.27.11407805059970235809@truongthinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,147387564,"TDP Tân Lập, Xã Bình Thuyền, Tỉnh Phú Thọ",100.0,TAX_ID_EXACT,False,False
BH26.1284,2026-03-13,KH-00548,40,63208316,,<177639809841.27.7016736147288576075@khaihoan.vn>,CÔNG TY TNHH KHẢI HOÀN,217754474,"Trần Hưng Đạo, KP3, Phường Quảng Trị, Quảng Trị",100.0,TAX_ID_EXACT,False,False
BH26.1285,2026-03-13,KH-00359,21,31897214,,<177639809839.27.17508277890701476193@vanloi.vn>,CÔNG TY CỔ PHẦN VẠN LỢI,203193677,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1286,2026-03-13,KH-00527,1,1310555,,<177639809841.27.5485197065989794286@hoabinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,166090037,"đường mương Đan Hoài, thôn 6, Xã Sơn Đồng, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1287,2026-03-13,KH-00527,24,38424990,,<177639809845.27.5314597098614818501@hoabinh.vn>,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,166090037,"đường mương Đan Hoài, thôn 6, Xã Sơn Đồng, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1288,2026-03-13,KH-00472,18,28123883,,<177639809845.27.7535819106401868602@triduc.vn>,CÔNG TY CỔ PHẦN TRÍ ĐỨC,114511070,"đường Cát Quế, thôn 1, Xã Dương Hòa, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1289,2026-03-13,KH-00702,28,46601657,,<177639809843.27.1111052997841626507@yenbinh.vn>,CỬA HÀNG XE ĐẠP YÊN BÌNH,255953146,"Xã Xuân Trường, Ninh Bình",100.0,TAX_ID_EXACT,False,False
BH26.1290,2026-03-13,KH-00091,85,95894000,,<177639809843.27.1830536256102497845@binhminh.vn>,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",100.0,TAX_ID_EXACT,False,False
BH26.1291,2026-03-13,KH-00128,1,2212963,,<177639809844.27.11538715695008290445@taybac.vn>,HỘ KINH DOANH TÂY BẮC,266240517,"Phường Hạc Thành, Thanh Hóa",100.0,CUSTOMER_NAME_FUZZY,False,False
BH26.1292,2026-03-13,KH-00157,1,2490741,,<177639809844.27.1497644464612692370@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1293,2026-03-13,KH-00157,1,3601852,,<177639809844.27.10182459705339612025@longphu.vn>,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,167397253,"phố Tràng Thi, phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",100.0,TAX_ID_EXACT,False,False
BH26.1294,2026-03-14,KH-00630,12,21929440,,<177639809864.27.7526099889829206326@daiduong.vn>,CÔNG TY TNHH THƯƠNG MẠI ĐẠI DƯƠNG,165591149,"phố Vũ Xuân Thiều, Phường Phúc Lợi, Thành phố Hà Nội",100.0,TAX_ID_EXACT,False,False
