message_id,file_name,from_address,subject,received_at,attachment_name,email_so_number,pdf_so_number,email_order_date,pdf_order_date,email_customer_name,pdf_customer_name,email_tax_id,pdf_tax_id,email_address,pdf_address,email_phone,email_total_quantity,pdf_total_quantity,email_total_amount,pdf_total_amount
<177639809806.27.4799036907321259051@minhphuong.vn>,BH26_1180.eml,CÔNG TY TNHH MINH PHƯƠNG <dathang@minhphuong.vn>,Yêu cầu cung cấp hàng - BH26.1180,2026-03-10 16:57:18+07:00,BH26_1180.pdf,BH26.1180,BH26.1180,2026-03-10,2026-03-10,CÔNG TY TNHH MINH PHƯƠNG,CÔNG TY TNHH MINH PHnnNG,299229713,299229713,"Tân Sơn 9, Xã Phú Bình, Tỉnh Thái Nguyên","Tân Snn 9, Xã Phú Bình, Tnnh Thái Nguyên",0705571829,40,40,62811095,62811095
<177639809808.27.17559819016254125445@thienan.vn>,BH26_1181.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN <dathang@thienan.vn>,Đơn đặt hàng BH26.1181 ngày 10/03/2026,2026-03-10 12:15:14+07:00,BH26_1181.pdf,BH26.1181,BH26.1181,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,"CÔNG TY Cn PHnN THnnNG MnI THIÊN
AN",148560955,148560955,"TDP 4, Phường Phổ Yên, Thái Nguyên","TDP 4, Phnnng Phn Yên, Thái Nguyên",0733349954,33,33,49743962,49743962
<177639809810.27.17483031312731230050@anphat.vn>,BH26_1182.eml,CỬA HÀNG XE ĐẠP AN PHÁT <dathang@anphat.vn>,Yêu cầu cung cấp hàng - BH26.1182,2026-03-10 09:00:44+07:00,BH26_1182.pdf,BH26.1182,BH26.1182,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP AN PHÁT,CnA HÀNG XE nnP AN PHÁT,205442570,205442570,"Thu Thuỷ, Xã Đa Phúc, Thành phố Hà Nội","Thu Thun, Xã na Phúc, Thành phn Hà Nni",0301449288,11,11,17630551,17630551
<177639809808.27.742631527956440227@quangvinh.vn>,BH26_1183.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH <dathang@quangvinh.vn>,Yêu cầu cung cấp hàng - BH26.1183,2026-03-10 13:30:54+07:00,BH26_1183.pdf,BH26.1183,BH26.1183,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,"CÔNG TY Cn PHnN THnnNG MnI QUANG
VINH",139142865,139142865,"Xã Hà Tây, TP Hải Phòng","Xã Hà Tây, TP Hni Phòng",0877533544,19,19,28255453,28255453
<177639809809.27.4561571798635364645@thienan.vn>,BH26_1184.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN <dathang@thienan.vn>,Đơn đặt hàng BH26.1184 ngày 10/03/2026,2026-03-10 12:02:52+07:00,BH26_1184.pdf,BH26.1184,BH26.1184,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,"CÔNG TY Cn PHnN THnnNG MnI THIÊN
AN",149646321,149646321,"Lê Thanh Nghị, Phường Lê Thanh Nghị, Thành phố Hải Dương, Hải Dương","Lê Thanh Nghn, Phnnng Lê Thanh Nghn, Thành phn Hni Dnnng, Hni Dnnng",0706374413,22,22,34099987,34099987
<177639809809.27.11461619875893977078@vinhphat.vn>,BH26_1185.eml,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,Yêu cầu cung cấp hàng - BH26.1185,2026-03-10 10:47:51+07:00,BH26_1185.pdf,BH26.1185,BH26.1185,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN VĨNH PHÁT,CÔNG TY Cn PHnN VnNH PHÁT,232320227,232320227,"Xã Hà Đông, TP Hải Phòng","Xã Hà nông, TP Hni Phòng",0399440989,21,21,32532766,32532766
<177639809809.27.8735659680389399700@tuanh.vn>,BH26_1186.eml,CỬA HÀNG XE ĐẠP TÚ ANH <dathang@tuanh.vn>,[ĐẶT HÀNG] BH26.1186,2026-03-10 10:05:53+07:00,BH26_1186.pdf,BH26.1186,BH26.1186,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP TÚ ANH,CnA HÀNG XE nnP TÚ ANH,249644643,249644643,"Thôn Tiên Tảo, Xã Hà Nam, TP Hải Phòng","Thôn Tiên Tno, Xã Hà Nam, TP Hni Phòng",0312738395,21,21,35808323,35808323
<177639809806.27.8387722142429437532@yenbinh.vn>,BH26_1187.eml,HỘ KINH DOANH YÊN BÌNH <dathang@yenbinh.vn>,Đơn đặt hàng BH26.1187 ngày 10/03/2026,2026-03-10 09:28:00+07:00,BH26_1187.pdf,BH26.1187,BH26.1187,2026-03-10,2026-03-10,HỘ KINH DOANH YÊN BÌNH,Hn KINH DOANH YÊN BÌNH,236481534,236481534,"đường Phạm Văn Đồng, Phường Đông Ngạc, Thành phố Hà Nội","nnnng Phnm Vnn nnng, Phnnng nông Ngnc, Thành phn Hà Nni",0370293528,17,17,35173879,35173879
<177639809807.27.17546618974371034938@phuthinh.vn>,BH26_1188.eml,HỘ KINH DOANH PHÚ THỊNH <dathang@phuthinh.vn>,Đơn đặt hàng BH26.1188 ngày 10/03/2026,2026-03-10 14:38:03+07:00,BH26_1188.pdf,BH26.1188,BH26.1188,2026-03-10,2026-03-10,HỘ KINH DOANH PHÚ THỊNH,Hn KINH DOANH PHÚ THnNH,170678283,170678283,"phố Hoà Bình, Phường Ngọc Sơn, Tỉnh Thanh Hóa","phn Hoà Bình, Phnnng Ngnc Snn, Tnnh Thanh Hóa",0890351313,60,60,84132375,84132375
<177639809805.27.15990585056623932296@thienan.vn>,BH26_1189.eml,HỘ KINH DOANH THIÊN AN <dathang@thienan.vn>,Yêu cầu cung cấp hàng - BH26.1189,2026-03-10 13:39:24+07:00,BH26_1189.pdf,BH26.1189,BH26.1189,2026-03-10,2026-03-10,HỘ KINH DOANH THIÊN AN,Hn KINH DOANH THIÊN AN,259901723,259901723,"Xã Diễn Trường, Huyện Diễn Châu, Nghệ An","Xã Dinn Trnnng, Huynn Dinn Châu, Nghn An",0896546553,96,96,153740612,153740612
<177639809804.27.10918494578287739622@binhminh.vn>,BH26_1190.eml,CÔNG TY TNHH BÌNH MINH <dathang@binhminh.vn>,Yêu cầu cung cấp hàng - BH26.1190,2026-03-10 14:44:00+07:00,BH26_1190.pdf,BH26.1190,BH26.1190,2026-03-10,2026-03-10,CÔNG TY TNHH BÌNH MINH,CÔNG TY TNHH BÌNH MINH,202478042,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam","Ngõ 68/53/22 Cnu Giny, Phnnng Quan Hoa, Qunn Cnu Giny, TP Hà Nni, Vint Nam",0805602936,248,248,308250000,308250000
<177639809799.27.5508431202287934844@quangvinh.vn>,BH26_1191.eml,HỘ KINH DOANH QUANG VINH <dathang@quangvinh.vn>,Đơn đặt hàng BH26.1191 ngày 10/03/2026,2026-03-10 14:49:12+07:00,BH26_1191.pdf,BH26.1191,BH26.1191,2026-03-10,2026-03-10,HỘ KINH DOANH QUANG VINH,Hn KINH DOANH QUANG VINH,150403563,150403563,"phố 3, Xã Yên Khánh, Tỉnh Ninh Bình","phn 3, Xã Yên Khánh, Tnnh Ninh Bình",0834317480,17,17,26593879,26593879
<177639809799.27.16447883318772076693@yenbinh.vn>,BH26_1192.eml,CÔNG TY TNHH YÊN BÌNH <dathang@yenbinh.vn>,[ĐẶT HÀNG] BH26.1192,2026-03-10 14:32:50+07:00,BH26_1192.pdf,BH26.1192,BH26.1192,2026-03-10,2026-03-10,CÔNG TY TNHH YÊN BÌNH,CÔNG TY TNHH YÊN BÌNH,256489869,256489869,"Xã Phú Sơn, Tỉnh Ninh Bình","Xã Phú Snn, Tnnh Ninh Bình",0881768112,31,31,48852764,48852764
<177639809800.27.9928417012219181709@phuthinh.vn>,BH26_1193.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH <dathang@phuthinh.vn>,Đơn đặt hàng BH26.1193 ngày 10/03/2026,2026-03-10 10:38:13+07:00,BH26_1193.pdf,BH26.1193,BH26.1193,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,"CÔNG TY Cn PHnN THnnNG MnI PHÚ
THnNH",123994267,123994267,"phố 9 Phường Vân Giang, TP. Ninh Bình, Tỉnh Ninh Bình","phn 9 Phnnng Vân Giang, TP. Ninh Bình, Tnnh Ninh Bình",0393344571,42,42,65266740,65266740
<177639809800.27.14754963374379848609@thienan.vn>,BH26_1194.eml,CỬA HÀNG XE ĐẠP THIÊN AN <dathang@thienan.vn>,Purchase Order BH26.1194,2026-03-10 11:43:40+07:00,BH26_1194.pdf,BH26.1194,BH26.1194,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP THIÊN AN,CnA HÀNG XE nnP THIÊN AN,243307651,243307651,"Nhân Cầu 2, Xã Hưng Hà, Hưng Yên","Nhân Cnu 2, Xã Hnng Hà, Hnng Yên",0739846091,33,33,52872853,52872853
<177639809801.27.9006244299774703948@mattroi.vn>,BH26_1195.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI <dathang@mattroi.vn>,Purchase Order BH26.1195,2026-03-10 07:14:58+07:00,BH26_1195.pdf,BH26.1195,BH26.1195,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,"CÔNG TY Cn PHnN THnnNG MnI MnT
TRnI",163174528,163174528,"Xã Nam Tiền Hải, Hưng Yên","Xã Nam Tinn Hni, Hnng Yên",0933806030,41,41,65960627,65960627
<177639809805.27.1548557266212366591@dailoi.vn>,BH26_1196.eml,HỘ KINH DOANH ĐẠI LỢI <dathang@dailoi.vn>,Purchase Order BH26.1196,2026-03-10 15:12:46+07:00,BH26_1196.pdf,BH26.1196,BH26.1196,2026-03-10,2026-03-10,HỘ KINH DOANH ĐẠI LỢI,Hn KINH DOANH nnI LnI,105325305,105325305,"Nhà số 7, đường Tam Đạc 2, cụm 7, xã Liên Minh, TP Hà Nội","Nhà sn 7, nnnng Tam nnc 2, cnm 7, xã Liên Minh, TP Hà Nni",0369478028,12,12,18977770,18977770
<177639809803.27.12338540504173811182@vanloi.vn>,BH26_1197.eml,CÔNG TY CỔ PHẦN VẠN LỢI <dathang@vanloi.vn>,Purchase Order BH26.1197,2026-03-10 07:22:09+07:00,BH26_1197.pdf,BH26.1197,BH26.1197,2026-03-10,2026-03-10,CÔNG TY CỔ PHẦN VẠN LỢI,CÔNG TY Cn PHnN VnN LnI,203193677,203193677,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội","Thna nnt sn 223-1 , Tn bnn nn sn 07, nnnng 422, Thôn Lnng Kênh, Xã Hoài nnc, TP Hà Nni",0952854022,40,40,64143870,64143870
<177639809803.27.13358788648233946143@binhminh.vn>,BH26_1198.eml,CỬA HÀNG XE ĐẠP BÌNH MINH <dathang@binhminh.vn>,Đơn đặt hàng BH26.1198 ngày 10/03/2026,2026-03-10 11:49:30+07:00,BH26_1198.pdf,BH26.1198,BH26.1198,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP BÌNH MINH,CnA HÀNG XE nnP BÌNH MINH,200808043,200808043,"khu Minh Khai, Phường Tuần Châu, Tỉnh Quảng Ninh","khu Minh Khai, Phnnng Tunn Châu, Tnnh Qunng Ninh",0772398303,13,13,20508328,20508328
<177639809803.27.16962548969020776828@phucan.vn>,BH26_1199.eml,CỬA HÀNG XE ĐẠP PHÚC AN <dathang@phucan.vn>,[ĐẶT HÀNG] BH26.1199,2026-03-10 17:42:08+07:00,BH26_1199.pdf,BH26.1199,BH26.1199,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP PHÚC AN,CnA HÀNG XE nnP PHÚC AN,271803000,271803000,"Phường Nghĩa Đô, TP Hà Nội","Phnnng Nghna nô, TP Hà Nni",0371381468,2,2,4018518,4018518
<177639809801.27.8958513702073725534@tantien.vn>,BH26_1200.eml,CỬA HÀNG XE ĐẠP TÂN TIẾN <dathang@tantien.vn>,[ĐẶT HÀNG] BH26.1200,2026-03-10 09:38:47+07:00,BH26_1200.pdf,BH26.1200,BH26.1200,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP TÂN TIẾN,CnA HÀNG XE nnP TÂN TInN,231779921,231779921,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội","Hnng Hà, Phnnng Chnnng Dnnng, Qunn Hoàn Kinm, Thành phn Hà Nni",0396691440,2,2,5166666,5166666
<177639809804.27.9852842016932379513@tantien.vn>,BH26_1201.eml,CỬA HÀNG XE ĐẠP TÂN TIẾN <dathang@tantien.vn>,[ĐẶT HÀNG] BH26.1201,2026-03-10 09:51:01+07:00,BH26_1201.pdf,BH26.1201,BH26.1201,2026-03-10,2026-03-10,CỬA HÀNG XE ĐẠP TÂN TIẾN,CnA HÀNG XE nnP TÂN TInN,231779921,231779921,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội","Hnng Hà, Phnnng Chnnng Dnnng, Qunn Hoàn Kinm, Thành phn Hà Nni",0301648499,5,5,12824073,12824073
<177639809823.27.8315829151595664606@khaihoan.vn>,BH26_1202.eml,CÔNG TY CỔ PHẦN KHẢI HOÀN <dathang@khaihoan.vn>,[ĐẶT HÀNG] BH26.1202,2026-03-11 17:23:07+07:00,BH26_1202.pdf,BH26.1202,BH26.1202,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN KHẢI HOÀN,CÔNG TY Cn PHnN KHnI HOÀN,181472026,181472026,"30, Khu Phố 1, Phường Quế Võ, Bắc Ninh","30, Khu Phn 1, Phnnng Qun Võ, Bnc Ninh",0717552316,15,15,22779064,22779064
<177639809819.27.2822188576191688184@vietanh.vn>,BH26_1203.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH <dathang@vietanh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1203,2026-03-11 14:19:00+07:00,BH26_1203.pdf,BH26.1203,BH26.1203,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,"CÔNG TY Cn PHnN THnnNG MnI VInT
ANH",159379852,159379852,"Đường Mạc Đăng Dung, Khu Tân Thành, Phường Đông Mai, Quảng Ninh, Việt Nam","nnnng Mnc nnng Dung, Khu Tân Thành, Phnnng nông Mai, Qunng Ninh, Vint Nam",0840122215,23,23,38747028,38747028
<177639809819.27.9624528659831980610@hungcuong.vn>,BH26_1204.eml,DOANH NGHIỆP TW HÙNG CƯỜNG <dathang@hungcuong.vn>,Đơn đặt hàng BH26.1204 ngày 11/03/2026,2026-03-11 14:43:21+07:00,BH26_1204.pdf,BH26.1204,BH26.1204,2026-03-11,2026-03-11,DOANH NGHIỆP TW HÙNG CƯỜNG,DOANH NGHInP TW HÙNG CnnNG,156713920,156713920,"Phường Hiệp Hòa, Quảng Ninh","Phnnng Hinp Hòa, Qunng Ninh",0852877530,18,18,29994436,29994436
<177639809820.27.11361577470028684966@khaihoan.vn>,BH26_1205.eml,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN <dathang@khaihoan.vn>,Đơn đặt hàng BH26.1205 ngày 11/03/2026,2026-03-11 17:56:36+07:00,BH26_1205.pdf,BH26.1205,BH26.1205,2026-03-11,2026-03-11,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,CÔNG TY TNHH THnnNG MnI KHnI HOÀN,112958913,112958913,"0Ki ốt T1A 10, Phường Việt Trì, Tỉnh Phú Thọ","0Ki nt T1A 10, Phnnng Vint Trì, Tnnh Phú Thn",0322436080,19,19,34253878,34253878
<177639809820.27.14289612532636562202@sonha.vn>,BH26_1206.eml,CÔNG TY CỔ PHẦN SƠN HÀ <dathang@sonha.vn>,Đơn đặt hàng BH26.1206 ngày 11/03/2026,2026-03-11 16:20:40+07:00,BH26_1206.pdf,BH26.1206,BH26.1206,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN SƠN HÀ,CÔNG TY Cn PHnN SnN HÀ,243677870,243677870,"Tây Sơn, Phường Đống Đa, TP Hà Nội","Tây Snn, Phnnng nnng na, TP Hà Nni",0732772564,1,1,2105000,2105000
<177639809820.27.15232114805763592015@truongthinh.vn>,BH26_1207.eml,DOANH NGHIỆP TW TRƯỜNG THỊNH <dathang@truongthinh.vn>,Purchase Order BH26.1207,2026-03-11 10:33:36+07:00,BH26_1207.pdf,BH26.1207,BH26.1207,2026-03-11,2026-03-11,DOANH NGHIỆP TW TRƯỜNG THỊNH,DOANH NGHInP TW TRnnNG THnNH,249935091,249935091,"SN19, Đường Hùng Vương, Phường Vĩnh Yên, Tỉnh Phú Thọ","SN19, nnnng Hùng Vnnng, Phnnng Vnnh Yên, Tnnh Phú Thn",0389809952,67,67,103172470,103172470
<177639809821.27.5945470040130556407@khaihoan.vn>,BH26_1208.eml,CỬA HÀNG XE ĐẠP KHẢI HOÀN <dathang@khaihoan.vn>,Purchase Order BH26.1208,2026-03-11 07:39:53+07:00,BH26_1208.pdf,BH26.1208,BH26.1208,2026-03-11,2026-03-11,CỬA HÀNG XE ĐẠP KHẢI HOÀN,CnA HÀNG XE nnP KHnI HOÀN,291633835,291633835,"Xã Bình Lục, Tỉnh Ninh Bình","Xã Bình Lnc, Tnnh Ninh Bình",0991931686,20,20,35487766,35487766
<177639809821.27.17240730712398285219@khaihoan.vn>,BH26_1209.eml,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN <dathang@khaihoan.vn>,[ĐẶT HÀNG] BH26.1209,2026-03-11 11:03:37+07:00,BH26_1209.pdf,BH26.1209,BH26.1209,2026-03-11,2026-03-11,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,CÔNG TY TNHH THnnNG MnI KHnI HOÀN,113978498,113978498,"Thụy Sơn 2, Phường Tân Sơn, Thị Xã Kim Bảng, Tỉnh Hà Nam, Việt Nam","Thny Snn 2, Phnnng Tân Snn, Thn Xã Kim Bnng, Tnnh Hà Nam, Vint Nam",0709570602,81,81,130873946,130873946
<177639809825.27.9530090688186237802@dongnam.vn>,BH26_1210.eml,CÔNG TY CỔ PHẦN ĐÔNG NAM <dathang@dongnam.vn>,Yêu cầu cung cấp hàng - BH26.1210,2026-03-11 09:40:30+07:00,BH26_1210.pdf,BH26.1210,BH26.1210,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN ĐÔNG NAM,CÔNG TY Cn PHnN nÔNG NAM,100492499,100492499,"đường Lê Công Thanh, phường Hai Bà Trưng, thành phố Phủ Lý, tỉnh Hà Nam","nnnng Lê Công Thanh, phnnng Hai Bà Trnng, thành phn Phn Lý, tnnh Hà Nam",0375316391,38,38,61729980,61729980
<177639809823.27.10511870568477172309@truongthinh.vn>,BH26_1211.eml,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH <dathang@truongthinh.vn>,[ĐẶT HÀNG] BH26.1211,2026-03-11 09:31:24+07:00,BH26_1211.pdf,BH26.1211,BH26.1211,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,CÔNG TY Cn PHnN TRnnNG THnNH,246201679,246201679,"Đường Đình Hương, Phường Đông Cương, Thành phố Thanh Hoá, Tỉnh Thanh Hoá","nnnng nình Hnnng, Phnnng nông Cnnng, Thành phn Thanh Hoá, Tnnh Thanh Hoá",0376655039,22,22,33470914,33470914
<177639809824.27.5995453179806354317@mattroi.vn>,BH26_1212.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI <dathang@mattroi.vn>,Đơn đặt hàng BH26.1212 ngày 11/03/2026,2026-03-11 07:22:13+07:00,BH26_1212.pdf,BH26.1212,BH26.1212,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,"CÔNG TY Cn PHnN THnnNG MnI MnT
TRnI",161706232,161706232,"Quốc lộ 47, thôn Nhật Quả, Xã Thọ Phú, Thanh Hóa","Qunc ln 47, thôn Nhnt Qun, Xã Thn Phú, Thanh Hóa",0953399052,43,43,68942768,68942768
<177639809824.27.6545365259040685191@vanloi.vn>,BH26_1213.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI <dathang@vanloi.vn>,Purchase Order BH26.1213,2026-03-11 16:54:52+07:00,BH26_1213.pdf,BH26.1213,BH26.1213,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,"CÔNG TY Cn PHnN THnnNG MnI VnN
LnI",154644399,154644399,"phố 10, Xã Thượng Bằng La, Lào Cai","phn 10, Xã Thnnng Bnng La, Lào Cai",0979864963,16,16,31119344,31119344
<177639809825.27.5158788475996107334@dailoi.vn>,BH26_1214.eml,CỬA HÀNG XE ĐẠP ĐẠI LỢI <dathang@dailoi.vn>,Purchase Order BH26.1214,2026-03-11 16:10:44+07:00,BH26_1214.pdf,BH26.1214,BH26.1214,2026-03-11,2026-03-11,CỬA HÀNG XE ĐẠP ĐẠI LỢI,CnA HÀNG XE nnP nnI LnI,207110960,207110960,"Lý Thái Tổ, Phường Trần Phú, Thành phố Bắc Giang, Bắc Giang","Lý Thái Tn, Phnnng Trnn Phú, Thành phn Bnc Giang, Bnc Giang",0390832788,56,56,126019970,126019970
<177639809825.27.16235114976191235898@daiduong.vn>,BH26_1215.eml,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG <dathang@daiduong.vn>,Đơn đặt hàng BH26.1215 ngày 11/03/2026,2026-03-11 08:55:42+07:00,BH26_1215.pdf,BH26.1215,BH26.1215,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,"CÔNG TY Cn PHnN THnnNG MnI nnI
DnnNG",165696049,165696049,"Cổng phụ trường THPT Hùng Vương, Xã Như Quỳnh, Tỉnh Hưng Yên","Cnng phn trnnng THPT Hùng Vnnng, Xã Nhn Qunnh, Tnnh Hnng Yên",0962242164,50,50,70522008,70522008
<177639809818.27.16446656043816432792@ngocanh.vn>,BH26_1216.eml,DOANH NGHIỆP TW NGỌC ANH <dathang@ngocanh.vn>,Đơn đặt hàng BH26.1216 ngày 11/03/2026,2026-03-11 15:05:45+07:00,BH26_1216.pdf,BH26.1216,BH26.1216,2026-03-11,2026-03-11,DOANH NGHIỆP TW NGỌC ANH,DOANH NGHInP TW NGnC ANH,139564642,139564642,"Đội 3, thôn Dị Chế, , Tỉnh Hưng Yên","nni 3, thôn Dn Chn, , Tnnh Hnng Yên",0943310574,30,30,43868967,43868967
<177639809823.27.6205422425094844779@ngocanh.vn>,BH26_1217.eml,HỘ KINH DOANH NGỌC ANH <dathang@ngocanh.vn>,Đơn đặt hàng BH26.1217 ngày 11/03/2026,2026-03-11 17:20:29+07:00,BH26_1217.pdf,BH26.1217,BH26.1217,2026-03-11,2026-03-11,HỘ KINH DOANH NGỌC ANH,Hn KINH DOANH NGnC ANH,196142234,196142234,"Ngã 35, Tứ Mỹ, Phùng Chí Kiên, Mỹ Hào, Hưng Yên","Ngã 35, Tn Mn, Phùng Chí Kiên, Mn Hào, Hnng Yên",0772173334,16,16,23565546,23565546
<177639809818.27.7748716103416531405@thienan.vn>,BH26_1218.eml,DOANH NGHIỆP TW THIÊN AN <dathang@thienan.vn>,[ĐẶT HÀNG] BH26.1218,2026-03-11 10:38:40+07:00,BH26_1218.pdf,BH26.1218,BH26.1218,2026-03-11,2026-03-11,DOANH NGHIỆP TW THIÊN AN,DOANH NGHInP TW THIÊN AN,208198878,208198878,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên","Thôn Nho Lâm - Tân Lnp, Xã Yên Mn, Tnnh Hnng Yên",0392665548,53,53,86026179,86026179
<177639809814.27.3658538671487530016@thienan.vn>,BH26_1219.eml,DOANH NGHIỆP TW THIÊN AN <dathang@thienan.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1219,2026-03-11 15:30:26+07:00,BH26_1219.pdf,BH26.1219,BH26.1219,2026-03-11,2026-03-11,DOANH NGHIỆP TW THIÊN AN,DOANH NGHInP TW THIÊN AN,208198878,208198878,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên","Thôn Nho Lâm - Tân Lnp, Xã Yên Mn, Tnnh Hnng Yên",0861768681,8,8,10484440,10484440
<177639809811.27.11176747443246348983@daiduong.vn>,BH26_1220.eml,HỘ KINH DOANH ĐẠI DƯƠNG <dathang@daiduong.vn>,Yêu cầu cung cấp hàng - BH26.1220,2026-03-11 16:21:56+07:00,BH26_1220.pdf,BH26.1220,BH26.1220,2026-03-11,2026-03-11,HỘ KINH DOANH ĐẠI DƯƠNG,Hn KINH DOANH nnI DnnNG,213776915,213776915,"khu đấu giá Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội","khu nnu giá Ngô Thì Nhnm, Phnnng Hà Cnu, Qunn Hà nông, Hà Nni",0784480206,62,62,105559226,105559226
<177639809811.27.13251352057139957311@vinhphat.vn>,BH26_1221.eml,CÔNG TY CỔ PHẦN VĨNH PHÁT <dathang@vinhphat.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1221,2026-03-11 11:01:27+07:00,BH26_1221.pdf,BH26.1221,BH26.1221,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN VĨNH PHÁT,CÔNG TY Cn PHnN VnNH PHÁT,296996112,296996112,"phố số 3, Xã Nghi Lộc, Nghệ An","phn sn 3, Xã Nghi Lnc, Nghn An",0706169833,24,24,38529993,38529993
<177639809813.27.3020945897761388736@sanlap.vn>,BH26_1222.eml,CỬA HÀNG XE ĐẠP SÁN LẠP <dathang@sanlap.vn>,[ĐẶT HÀNG] BH26.1222,2026-03-11 16:23:07+07:00,BH26_1222.pdf,BH26.1222,BH26.1222,2026-03-11,2026-03-11,CỬA HÀNG XE ĐẠP SÁN LẠP,CnA HÀNG XE nnP SÁN LnP,234800323,234800323,"Khối 5 Thị Trấn Cầu Giát , Huyện Quỳnh Lưu , Tỉnh Nghệ An","Khni 5 Thn Trnn Cnu Giát , Huynn Qunnh Lnu , Tnnh Nghn An",0717200752,38,38,71745627,71745627
<177639809813.27.10674849247090465813@quangvinh.vn>,BH26_1223.eml,CÔNG TY CỔ PHẦN QUANG VINH <dathang@quangvinh.vn>,Đặt hàng xe đạp Thống Nhất - BH26.1223,2026-03-11 12:30:10+07:00,BH26_1223.pdf,BH26.1223,BH26.1223,2026-03-11,2026-03-11,CÔNG TY CỔ PHẦN QUANG VINH,CÔNG TY Cn PHnN QUANG VINH,161267125,161267125,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng","Trnn Kn Xnnng, Phnnng Hni Châu, Thành phn nà Nnng",0772055848,29,29,46757208,46757208
<177639809818.27.7997095175640094819@longphu.vn>,BH26_1224.eml,DOANH NGHIỆP TW LONG PHÚ <dathang@longphu.vn>,Đơn đặt hàng BH26.1224 ngày 11/03/2026,2026-03-11 11:45:34+07:00,BH26_1224.pdf,BH26.1224,BH26.1224,2026-03-11,2026-03-11,DOANH NGHIỆP TW LONG PHÚ,DOANH NGHInP TW LONG PHÚ,255918865,255918865,"Yên Thế, Hòa An, Phường An Khê, Thành phố Đà Nẵng","Yên Thn, Hòa An, Phnnng An Khê, Thành phn nà Nnng",0789327208,15,15,24363792,24363792
