order_id,so_number,invoice_symbol,invoice_number,order_date,customer_code,total_amount,total_quantity,line_count,fiscal_year,fiscal_month,fiscal_quarter,created_at
67225,BH26.1158,,,2026-03-09,KH-00366,126647667.0,70,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67226,BH26.1159,,,2026-03-09,KH-00447,29698606.0,20,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67227,BH26.1160,,,2026-03-09,KH-00430,39459439.0,23,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67228,BH26.1161,,,2026-03-09,KH-00364,49768970.0,31,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67229,BH26.1162,,,2026-03-09,KH-00385,24241665.0,15,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67230,BH26.1163,,,2026-03-09,KH-00359,37136566.0,22,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67231,BH26.1164,,,2026-03-09,KH-00091,124810000.0,111,36,2026,3,1,2026-05-13 16:07:07.428317+00:00
67232,BH26.1165,,,2026-03-09,KH-00435,15267590.0,10,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67233,BH26.1166,,,2026-03-09,KH-00147,107321076.0,70,19,2026,3,1,2026-05-13 16:07:07.428317+00:00
67234,BH26.1167,,,2026-03-09,KH-00018,10729441.0,6,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67235,BH26.1168,,,2026-03-09,KH-00018,82436922.0,55,32,2026,3,1,2026-05-13 16:07:07.428317+00:00
67236,BH26.1169,,,2026-03-09,KH-00133,87048875.0,47,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67237,BH26.1170,,,2026-03-09,KH-00492,31463328.0,21,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67238,BH26.1171,,,2026-03-09,KH-00011,48843412.0,30,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67239,BH26.1172,,,2026-03-09,KH-00157,2583333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67240,BH26.1173,,,2026-03-09,KH-00157,2212963.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67241,BH26.1174,,,2026-03-09,KH-00157,2675926.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67242,BH26.1175,,,2026-03-09,KH-00157,4796296.0,2,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67243,BH26.1176,,,2026-03-10,KH-00157,2768519.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67244,BH26.1177,,,2026-03-10,KH-00181,111497658.0,69,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67245,BH26.1178,,,2026-03-10,KH-00336,4796296.0,2,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67246,BH26.1179,,,2026-03-10,KH-00405,96119417.0,52,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67247,BH26.1180,,,2026-03-10,KH-00379,62811095.0,40,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67248,BH26.1181,,,2026-03-10,KH-00426,49743962.0,33,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67249,BH26.1182,,,2026-03-10,KH-00102,17630551.0,11,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67250,BH26.1183,,,2026-03-10,KH-00493,28255453.0,19,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67251,BH26.1184,,,2026-03-10,KH-00385,34099987.0,22,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67252,BH26.1185,,,2026-03-10,KH-00508,32532766.0,21,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67253,BH26.1186,,,2026-03-10,KH-00149,35808323.0,21,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67254,BH26.1187,,,2026-03-10,KH-00563,35173879.0,17,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67255,BH26.1188,,,2026-03-10,KH-00404,84132375.0,60,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67256,BH26.1189,,,2026-03-10,KH-00366,153740612.0,96,21,2026,3,1,2026-05-13 16:07:07.428317+00:00
67257,BH26.1190,,,2026-03-10,KH-00091,308250000.0,248,57,2026,3,1,2026-05-13 16:07:07.428317+00:00
67258,BH26.1191,,,2026-03-10,KH-00166,26593879.0,17,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67259,BH26.1192,,,2026-03-10,KH-00453,48852764.0,31,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67260,BH26.1193,,,2026-03-10,KH-00219,65266740.0,42,18,2026,3,1,2026-05-13 16:07:07.428317+00:00
67261,BH26.1194,,,2026-03-10,KH-00475,52872853.0,33,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67262,BH26.1195,,,2026-03-10,KH-00476,65960627.0,41,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67263,BH26.1196,,,2026-03-10,KH-00414,18977770.0,12,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67264,BH26.1197,,,2026-03-10,KH-00359,64143870.0,40,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67265,BH26.1198,,,2026-03-10,KH-00030,20508328.0,13,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67266,BH26.1199,,,2026-03-10,KH-00105,4018518.0,2,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67267,BH26.1200,,,2026-03-10,KH-00245,5166666.0,2,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67268,BH26.1201,,,2026-03-10,KH-00245,12824073.0,5,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67269,BH26.1202,,,2026-03-11,KH-00051,22779064.0,15,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67270,BH26.1203,,,2026-03-11,KH-00417,38747028.0,23,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67271,BH26.1204,,,2026-03-11,KH-00613,29994436.0,18,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67272,BH26.1205,,,2026-03-11,KH-00464,34253878.0,19,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67273,BH26.1206,,,2026-03-11,KH-00553,2105000.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67274,BH26.1207,,,2026-03-11,KH-00346,103172470.0,67,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67275,BH26.1208,,,2026-03-11,KH-00521,35487766.0,20,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67276,BH26.1209,,,2026-03-11,KH-00386,130873946.0,81,20,2026,3,1,2026-05-13 16:07:07.428317+00:00
67277,BH26.1210,,,2026-03-11,KH-00489,61729980.0,38,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67278,BH26.1211,,,2026-03-11,KH-00389,33470914.0,22,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67279,BH26.1212,,,2026-03-11,KH-00372,68942768.0,43,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67280,BH26.1213,,,2026-03-11,KH-00676,31119344.0,16,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67281,BH26.1214,,,2026-03-11,KH-00076,126019970.0,56,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67282,BH26.1215,,,2026-03-11,KH-00577,70522008.0,50,18,2026,3,1,2026-05-13 16:07:07.428317+00:00
67283,BH26.1216,,,2026-03-11,KH-00609,43868967.0,30,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67284,BH26.1217,,,2026-03-11,KH-00284,23565546.0,16,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67285,BH26.1218,,,2026-03-11,KH-00373,86026179.0,53,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67286,BH26.1219,,,2026-03-11,KH-00373,10484440.0,8,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67287,BH26.1220,,,2026-03-11,KH-00027,105559226.0,62,22,2026,3,1,2026-05-13 16:07:07.428317+00:00
67288,BH26.1221,,,2026-03-11,KH-00470,38529993.0,24,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67289,BH26.1222,,,2026-03-11,KH-00088,71745627.0,38,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67290,BH26.1223,,,2026-03-11,KH-00420,46757208.0,29,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67291,BH26.1224,,,2026-03-11,KH-00407,24363792.0,15,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67292,BH26.1225,,,2026-03-11,KH-00218,30464535.0,18,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67293,BH26.1226,,,2026-03-11,KH-00596,34140546.0,19,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67294,BH26.1227,,,2026-03-11,KH-00385,60902760.0,35,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67295,BH26.1228,,,2026-03-11,KH-00363,81511090.0,40,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67296,BH26.1229,,,2026-03-11,KH-00563,84006642.0,54,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67297,BH26.1230,,,2026-03-11,KH-00485,54193877.0,31,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67298,BH26.1231,,,2026-03-11,KH-00459,48779429.0,31,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67299,BH26.1232,,,2026-03-11,KH-00506,69507207.0,35,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67300,BH26.1233,,,2026-03-11,KH-00414,15916660.0,10,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67301,BH26.1234,,,2026-03-11,KH-00091,308250000.0,248,57,2026,3,1,2026-05-13 16:07:07.428317+00:00
67302,BH26.1235,,,2026-03-12,KH-00048,3324074.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67303,BH26.1236,,,2026-03-12,KH-00326,2490741.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67304,BH26.1237,,,2026-03-12,KH-00377,48651655.0,29,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67305,BH26.1238,,,2026-03-12,KH-00543,51672763.0,32,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67306,BH26.1239,,,2026-03-12,KH-00665,1622222.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67307,BH26.1240,,,2026-03-12,KH-00665,26760550.0,11,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67308,BH26.1241,,,2026-03-12,KH-00192,22149995.0,10,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67309,BH26.1242,,,2026-03-12,KH-00503,54033312.0,37,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67310,BH26.1243,,,2026-03-12,KH-00503,8771108.0,5,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67311,BH26.1244,,,2026-03-12,KH-00587,49566658.0,24,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67312,BH26.1245,,,2026-03-12,KH-00587,41277210.0,23,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67313,BH26.1246,,,2026-03-12,KH-00510,28359993.0,17,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67314,BH26.1247,,,2026-03-12,KH-00352,40180549.0,32,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67315,BH26.1248,,,2026-03-12,KH-00650,76516552.0,46,28,2026,3,1,2026-05-13 16:07:07.428317+00:00
67316,BH26.1249,,,2026-03-12,KH-00650,5921110.0,2,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67317,BH26.1250,,,2026-03-12,KH-00049,5921110.0,2,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67318,BH26.1251,,,2026-03-12,KH-00049,26241107.0,11,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67319,BH26.1252,,,2026-03-12,KH-00683,19830550.0,11,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67320,BH26.1253,,,2026-03-12,KH-00683,48283323.0,24,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67321,BH26.1254,,,2026-03-12,KH-00024,62665539.0,36,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67322,BH26.1255,,,2026-03-12,KH-00481,35658325.0,22,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67323,BH26.1256,,,2026-03-12,KH-00530,16747774.0,10,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67324,BH26.1257,,,2026-03-12,KH-00514,23321567.0,16,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67325,BH26.1258,,,2026-03-12,KH-00513,94050431.0,67,19,2026,3,1,2026-05-13 16:07:07.428317+00:00
67326,BH26.1259,,,2026-03-12,KH-00563,76273861.0,51,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67327,BH26.1260,,,2026-03-12,KH-00563,4133331.0,3,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67328,BH26.1261,,,2026-03-12,KH-00562,12342218.0,8,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67329,BH26.1262,,,2026-03-12,KH-00562,11472220.0,5,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67330,BH26.1263,,,2026-03-12,KH-00477,50603129.0,32,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67331,BH26.1264,,,2026-03-12,KH-00477,15932219.0,9,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67332,BH26.1265,,,2026-03-13,KH-00536,39349436.0,22,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67333,BH26.1266,,,2026-03-13,KH-00004,41164896.0,26,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67334,BH26.1267,,,2026-03-13,KH-00556,18598050.0,14,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67335,BH26.1268,,,2026-03-13,KH-00556,2993888.0,2,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67336,BH26.1269,,,2026-03-13,KH-00084,68277194.0,41,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67337,BH26.1270,,,2026-03-13,KH-00359,139442096.0,75,41,2026,3,1,2026-05-13 16:07:07.428317+00:00
67338,BH26.1271,,,2026-03-13,KH-00419,78918501.0,44,20,2026,3,1,2026-05-13 16:07:07.428317+00:00
67339,BH26.1272,,,2026-03-13,KH-00402,72387204.0,40,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67340,BH26.1273,,,2026-03-13,KH-00502,56346650.0,36,15,2026,3,1,2026-05-13 16:07:07.428317+00:00
67341,BH26.1274,,,2026-03-13,KH-00502,13586108.0,7,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67342,BH26.1275,,,2026-03-13,KH-00594,76934782.0,58,26,2026,3,1,2026-05-13 16:07:07.428317+00:00
67343,BH26.1276,,,2026-03-13,KH-00692,31578415.0,21,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67344,BH26.1277,,,2026-03-13,KH-00534,36728324.0,20,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67345,BH26.1278,,,2026-03-13,KH-00347,71334978.0,44,22,2026,3,1,2026-05-13 16:07:07.428317+00:00
67346,BH26.1279,,,2026-03-13,KH-00347,4588888.0,2,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67347,BH26.1280,,,2026-03-13,KH-00659,123632010.0,72,23,2026,3,1,2026-05-13 16:07:07.428317+00:00
67348,BH26.1281,,,2026-03-13,KH-00659,18282405.0,15,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67349,BH26.1282,,,2026-03-13,KH-00533,35829994.0,20,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67350,BH26.1283,,,2026-03-13,KH-00451,26331106.0,17,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67351,BH26.1284,,,2026-03-13,KH-00548,63208316.0,40,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67352,BH26.1285,,,2026-03-13,KH-00359,31897214.0,21,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67353,BH26.1286,,,2026-03-13,KH-00527,1310555.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67354,BH26.1287,,,2026-03-13,KH-00527,38424990.0,24,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67355,BH26.1288,,,2026-03-13,KH-00472,28123883.0,18,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67356,BH26.1289,,,2026-03-13,KH-00702,46601657.0,28,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67357,BH26.1290,,,2026-03-13,KH-00091,95894000.0,85,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67358,BH26.1291,,,2026-03-13,KH-00128,2212963.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67359,BH26.1292,,,2026-03-13,KH-00157,2490741.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67360,BH26.1293,,,2026-03-13,KH-00157,3601852.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67361,BH26.1294,,,2026-03-14,KH-00630,21929440.0,12,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67362,BH26.1295,,,2026-03-14,KH-00630,2653702.0,2,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67363,BH26.1296,,,2026-03-14,KH-00575,19301569.0,12,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67364,BH26.1297,,,2026-03-14,KH-00466,23701104.0,14,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67365,BH26.1298,,,2026-03-14,KH-00428,70047206.0,38,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67366,BH26.1299,,,2026-03-14,KH-00042,37139991.0,23,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67367,BH26.1300,,,2026-03-14,KH-00652,21034440.0,11,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67368,BH26.1301,,,2026-03-14,KH-00007,41246106.0,25,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67369,BH26.1302,,,2026-03-14,KH-00007,15730553.0,9,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67370,BH26.1303,,,2026-03-14,KH-00356,116558678.0,72,29,2026,3,1,2026-05-13 16:07:07.428317+00:00
67371,BH26.1304,,,2026-03-14,KH-00041,4898148.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67372,BH26.1305,,,2026-03-14,KH-00370,48316101.0,27,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67373,BH26.1306,,,2026-03-14,KH-00657,85986651.0,44,21,2026,3,1,2026-05-13 16:07:07.428317+00:00
67374,BH26.1307,,,2026-03-14,KH-00076,94229968.0,56,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67375,BH26.1308,,,2026-03-14,KH-00486,72204980.0,47,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67376,BH26.1309,,,2026-03-14,KH-00486,7958330.0,5,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67377,BH26.1310,,,2026-03-14,KH-00102,96126451.0,64,24,2026,3,1,2026-05-13 16:07:07.428317+00:00
67378,BH26.1311,,,2026-03-14,KH-00526,34775549.0,21,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67379,BH26.1312,,,2026-03-14,KH-00147,26758327.0,19,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67380,BH26.1313,,,2026-03-14,KH-00147,61516093.0,38,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67381,BH26.1314,,,2026-03-14,KH-00586,74422207.0,40,22,2026,3,1,2026-05-13 16:07:07.428317+00:00
67382,BH26.1315,,,2026-03-14,KH-00512,42033881.0,27,18,2026,3,1,2026-05-13 16:07:07.428317+00:00
67383,BH26.1316,,,2026-03-14,KH-00449,18369998.0,11,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67384,BH26.1317,,,2026-03-14,KH-00231,154838111.0,81,30,2026,3,1,2026-05-13 16:07:07.428317+00:00
67385,BH26.1318,,,2026-03-14,KH-00550,9653886.0,6,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67386,BH26.1319,,,2026-03-14,KH-00549,44557766.0,27,20,2026,3,1,2026-05-13 16:07:07.428317+00:00
67387,BH26.1320,,,2026-03-14,KH-00423,29765547.0,17,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67388,BH26.1321,,,2026-03-14,KH-00102,24388326.0,15,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67389,BH26.1322,,,2026-03-14,KH-00484,68540531.0,50,26,2026,3,1,2026-05-13 16:07:07.428317+00:00
67390,BH26.1323,,,2026-03-14,KH-00463,22393328.0,14,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67391,BH26.1324,,,2026-03-14,KH-00463,6366664.0,4,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67392,BH26.1325,,,2026-03-14,KH-00509,57113872.0,35,22,2026,3,1,2026-05-13 16:07:07.428317+00:00
67393,BH26.1326,,,2026-03-14,KH-00516,17706662.0,12,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67394,BH26.1327,,,2026-03-14,KH-00373,37224990.0,25,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67395,BH26.1328,,,2026-03-14,KH-00651,31148877.0,20,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67396,BH26.1329,,,2026-03-14,KH-00180,30436105.0,20,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67397,BH26.1330,,,2026-03-14,KH-00404,43490538.0,30,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67398,BH26.1331,,,2026-03-14,KH-00366,67839425.0,44,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67399,BH26.1332,,,2026-03-14,KH-00182,4898148.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67400,BH26.1333,,,2026-03-15,KH-00157,2861111.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67401,BH26.1334,,,2026-03-15,KH-00157,4898148.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67402,BH26.1335,,,2026-03-16,KH-00019,84799814.0,39,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67403,BH26.1336,,,2026-03-16,KH-00019,64123889.0,26,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67404,BH26.1337,,,2026-03-16,KH-00019,87074167.0,40,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67405,BH26.1338,,,2026-03-16,KH-00019,78040925.0,44,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67406,BH26.1339,,,2026-03-16,KH-00019,78283334.0,40,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67407,BH26.1340,,,2026-03-16,KH-00019,84771296.0,44,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67408,BH26.1341,,,2026-03-16,KH-00019,68736760.0,39,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67409,BH26.1342,,,2026-03-16,KH-00019,64423334.0,34,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67410,BH26.1343,,,2026-03-16,KH-00019,75545556.0,44,4,2026,3,1,2026-05-13 16:07:07.428317+00:00
67411,BH26.1344,,,2026-03-16,KH-00624,2583333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67412,BH26.1345,,,2026-03-16,KH-00674,25512772.0,15,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67413,BH26.1346,,,2026-03-16,KH-00672,18751660.0,12,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67414,BH26.1347,,,2026-03-16,KH-00091,244750000.0,250,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67415,BH26.1348,,,2026-03-16,KH-00288,60124984.0,30,9,2026,3,1,2026-05-13 16:07:07.428317+00:00
67416,BH26.1349,,,2026-03-16,KH-00504,17850553.0,11,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67417,BH26.1350,,,2026-03-16,KH-00664,29716103.0,19,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
67418,BH26.1351,,,2026-03-16,KH-00605,36771830.0,32,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67419,BH26.1352,,,2026-03-16,KH-00444,2861111.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67420,BH26.1353,,,2026-03-16,KH-00605,39307384.0,34,14,2026,3,1,2026-05-13 16:07:07.428317+00:00
67421,BH26.1354,,,2026-03-16,KH-00605,25772019.0,24,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67422,BH26.1355,,,2026-03-16,KH-00560,18949995.0,13,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67423,BH26.1356,,,2026-03-16,KH-00566,24241665.0,15,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67424,BH26.1357,,,2026-03-16,KH-00382,22603883.0,15,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67425,BH26.1358,,,2026-03-16,KH-00383,16014440.0,10,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67426,BH26.1359,,,2026-03-16,KH-00162,17251662.0,11,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67427,BH26.1360,,,2026-03-16,KH-00168,54070539.0,35,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67428,BH26.1361,,,2026-03-16,KH-00044,23565645.0,16,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67429,BH26.1362,,,2026-03-16,KH-00024,76076650.0,46,18,2026,3,1,2026-05-13 16:07:07.428317+00:00
67430,BH26.1363,,,2026-03-16,KH-00143,30302772.0,19,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67431,BH26.1364,,,2026-03-16,KH-00027,31150921.0,20,10,2026,3,1,2026-05-13 16:07:07.428317+00:00
67432,BH26.1365,,,2026-03-16,KH-00011,72527205.0,42,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67433,BH26.1366,,,2026-03-16,KH-00349,46439986.0,27,12,2026,3,1,2026-05-13 16:07:07.428317+00:00
67434,BH26.1367,,,2026-03-16,KH-00038,24981476.0,20,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67435,BH26.1368,,,2026-03-16,KH-00653,29884436.0,18,17,2026,3,1,2026-05-13 16:07:07.428317+00:00
67436,BH26.1369,,,2026-03-16,KH-00042,24495550.0,14,6,2026,3,1,2026-05-13 16:07:07.428317+00:00
67437,BH26.1370,,,2026-03-16,KH-00147,30880549.0,18,8,2026,3,1,2026-05-13 16:07:07.428317+00:00
67438,BH26.1371,,,2026-03-16,KH-00524,67726188.0,43,11,2026,3,1,2026-05-13 16:07:07.428317+00:00
67439,BH26.1372,,,2026-03-16,KH-00523,13130551.0,8,3,2026,3,1,2026-05-13 16:07:07.428317+00:00
67440,BH26.1373,,,2026-03-16,KH-00523,3775552.0,4,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67441,BH26.1374,,,2026-03-16,KH-00559,23826109.0,15,7,2026,3,1,2026-05-13 16:07:07.428317+00:00
67442,BH26.1375,,,2026-03-16,KH-00408,34466664.0,22,5,2026,3,1,2026-05-13 16:07:07.428317+00:00
67443,BH26.1376,,,2026-03-16,KH-00091,271370000.0,222,60,2026,3,1,2026-05-13 16:07:07.428317+00:00
67444,BH26.1377,,,2026-03-16,KH-00051,2583333.0,1,1,2026,3,1,2026-05-13 16:07:07.428317+00:00
67445,BH26.1378,,,2026-03-17,KH-00091,240950000.0,214,13,2026,3,1,2026-05-13 16:07:07.428317+00:00
67446,BH26.1379,,,2026-03-17,KH-00239,166666666.0,60,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67447,BH26.1380,,,2026-03-17,KH-00004,10333332.0,4,2,2026,3,1,2026-05-13 16:07:07.428317+00:00
67448,BH26.1381,,,2026-03-17,KH-00661,33375176.0,21,16,2026,3,1,2026-05-13 16:07:07.428317+00:00
