customer_code,customer_name,recency_days,frequency,monetary,R_score,F_score,M_score,purchase_priority_score,priority_tier,churn_risk,dealer_segment,recommended_action,risk_reason,priority_reason
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,6,6,254003280.0,4,5,5,0.8228449373664675,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.82"
KH-00495,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,4,5,195642181.0,5,5,5,0.8218021146564847,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=5, score=0.82"
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,6,7,185711352.0,4,5,5,0.8209574729790031,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.82"
KH-00004,DOANH NGHIỆP TW KHẢI HOÀN,14,14,465193247.0,4,5,5,0.8204748548249226,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.82"
KH-00036,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,0,6,85083510.0,5,5,3,0.8188650064053634,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.82"
KH-00373,DOANH NGHIỆP TW THIÊN AN,6,6,221831417.0,5,5,5,0.8188563333778635,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=5, score=0.82"
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,4,5,185668866.0,5,5,5,0.8178135106678807,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=5, score=0.82"
KH-00436,CÔNG TY TNHH XÂY DỰNG,0,4,122080615.0,5,4,4,0.8176282051282052,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.82"
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,1,6,87374251.0,5,5,3,0.8166951508382178,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.82"
KH-00667,CÔNG TY CỔ PHẦN MINH PHƯƠNG,0,4,117844978.0,5,4,4,0.8153490028490029,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.82"
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,6,7,160932822.0,4,5,4,0.8141198661413963,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.81"
KH-00042,HỘ KINH DOANH MẶT TRỜI,15,11,313552605.0,4,5,5,0.8102256219372619,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.81"
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,0,3,170920516.0,5,3,4,0.8063034188034187,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=4, score=0.81"
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,4,5,145770880.0,5,5,4,0.8055627984171685,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=4, score=0.81"
KH-00676,CÔNG TY CỔ PHẦN THƯƠNG MẠI VẠN LỢI,0,5,77104329.0,5,5,3,0.8045227920227921,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.8"
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,20,9,489869595.0,3,5,5,0.8044467039121195,A - Top,LOW,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.8"
KH-00218,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,11,5,183270442.0,4,4,4,0.8034972654633029,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.8"
KH-00568,DOANH NGHIỆP TW NGỌC ANH,6,5,195475781.0,4,5,5,0.8017623162838464,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.8"
KH-00477,CỬA HÀNG XE ĐẠP ĐẠI LỢI,10,7,282323076.0,4,5,5,0.8011420840569515,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.8"
KH-00064,CÔNG TY TNHH SƠN HÀ,6,7,386638606.0,5,5,5,0.7987057359724227,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=5, score=0.8"
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,0,3,144841076.0,5,4,4,0.7980413105413106,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.8"
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,4,6,104852940.0,5,5,4,0.7967308895852596,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=4, score=0.8"
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,6,5,179271426.0,4,5,4,0.7960643105858406,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.8"
KH-00151,CÔNG TY TNHH LÊ ANH,4,4,228736529.0,5,4,5,0.7956406919701153,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=5, score=0.8"
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,1,4,102654237.0,5,4,4,0.7953276294706964,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.8"
KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,6,5,175987173.0,4,5,4,0.7949247094462395,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.79"
KH-00570,HỘ KINH DOANH TOÀN THẮNG,6,6,139695891.0,4,5,4,0.7940700085915386,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.79"
KH-00009,CỬA HÀNG XE ĐẠP THIÊN AN,3,3,124061102.0,5,3,4,0.7937618374582731,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=4, score=0.79"
KH-00231,CÔNG TY CỔ PHẦN THANH BÌNH,17,6,333616707.0,4,5,5,0.7937158667000339,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.79"
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,12,7,364614781.0,4,5,5,0.791805748306206,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.79"
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,15,6,193937924.0,4,5,5,0.7897429958566866,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.79"
KH-00634,CÔNG TY CỔ PHẦN TRÍ ĐỨC,4,6,92509796.0,5,5,3,0.7896083824627524,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.79"
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,2,4,150570243.0,5,4,4,0.7863326110600527,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.79"
KH-00046,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,5,529289495.0,4,4,5,0.7852254601980881,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.79"
KH-00471,CÔNG TY CỔ PHẦN TRÍ ĐỨC,1,3,141174398.0,5,4,4,0.7845726437157107,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.78"
KH-00650,DOANH NGHIỆP TW HOÀ BÌNH,6,4,195312637.0,4,4,5,0.7815343960559261,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.78"
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,12,7,226221063.0,4,5,5,0.7781305346309924,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.78"
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,6,5,128870498.0,4,5,4,0.7772608917824219,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.78"
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,0,4,68264807.0,5,4,3,0.7771723646723647,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.78"
KH-00166,HỘ KINH DOANH QUANG VINH,6,4,81507628.0,5,4,3,0.7756939402154702,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.78"
KH-00390,HỘ KINH DOANH ĐẠI LỢI,6,4,176036627.0,5,4,4,0.7752665897881198,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.78"
KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,12,6,269630299.0,4,5,5,0.7737501927506504,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.77"
KH-00381,DOANH NGHIỆP TW TÚ ANH,4,5,87558680.0,5,5,3,0.7725143653687354,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.77"
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,0,3,48282772.0,5,3,2,0.7722578347578346,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.77"
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,0,3,46904436.0,5,3,2,0.7702635327635327,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=2, score=0.77"
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,6,5,114165432.0,4,5,4,0.7701383846599147,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.77"
KH-00557,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,8,5,149525429.0,4,5,4,0.768466656319365,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.77"
KH-00180,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,17,5,213111625.0,4,4,5,0.7663654393496065,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.77"
KH-00556,DOANH NGHIỆP TW THIÊN AN,11,8,136927734.0,4,5,4,0.7653206272866648,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.77"
KH-00649,CÔNG TY CỔ PHẦN ĐÔNG NAM,4,4,105540528.0,5,4,4,0.7642522571066271,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.76"
KH-00505,CÔNG TY CỔ PHẦN TÚ ANH,10,5,188666992.0,4,5,5,0.7631435085583761,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.76"
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,11,6,172513570.0,4,5,4,0.7628989748650123,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.76"
KH-00547,DOANH NGHIỆP TW THANH BÌNH,2,4,76849432.0,5,4,3,0.7617223165559381,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.76"
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,10,5,181398570.0,4,5,4,0.7605794059942735,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.76"
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,10,6,140603678.0,4,5,4,0.760009605424473,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.76"
KH-00569,CÔNG TY TNHH VẠN LỢI,11,6,160361897.0,4,5,4,0.7597650717311092,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.76"
KH-00392,HỘ KINH DOANH SƠN HÀ,6,4,133512190.0,5,4,4,0.7593121738337039,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.76"
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,6,4,133203860.0,4,4,4,0.7590272735488036,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.76"
KH-00544,DOANH NGHIỆP TW VIỆT ANH,4,4,95513958.0,5,4,4,0.7585542514086214,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.76"
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,4,5,73914149.0,5,5,3,0.7576995505539206,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=5, M=3, score=0.76"
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,0,3,78843874.0,5,4,3,0.7555911680911681,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.76"
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,13,5,290109744.0,4,5,5,0.7555173854473946,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.76"
KH-00423,DOANH NGHIỆP TW THIÊN AN,17,7,328373058.0,4,5,5,0.7529395134236807,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.75"
KH-00239,HỘ KINH DOANH THANH BÌNH,12,3,216188291.0,4,3,5,0.7523114463119039,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=5, score=0.75"
KH-00143,DOANH NGHIỆP TW TÂY BẮC,4,3,81598135.0,5,3,3,0.7521214302483001,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=3, M=3, score=0.75"
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,8,3,116595432.0,4,3,4,0.7518712147239233,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.75"
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,3,3,117397386.0,5,4,4,0.7507742928937824,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=4, score=0.75"
KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,30,9,562011596.0,3,5,5,0.7504408205118377,A - Top,MEDIUM,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Bắt đầu có dấu hiệu giảm nhịp mua,"R=3, F=5, M=5, score=0.75"
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,20,7,675625294.0,3,5,5,0.7471461341115497,A - Top,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.75"
KH-00523,HỘ KINH DOANH KHẢI HOÀN,7,6,79443868.0,4,5,3,0.7467838553403807,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=3, score=0.75"
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,6,4,107020526.0,4,4,4,0.7459218604433905,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.75"
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,10,4,193329135.0,4,4,5,0.7449098903247579,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.74"
KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,20,8,380577401.0,3,5,5,0.7449025443679599,A - Top,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.74"
KH-00584,CÔNG TY TNHH CHI THÀNH,13,5,206414382.0,4,5,5,0.7441213740513831,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=5, score=0.74"
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,6,4,102576094.0,4,4,4,0.7430728575943877,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.74"
KH-00048,CÔNG TY TNHH THUỶ TIÊN,0,5,26574074.0,5,4,2,0.7427691632526565,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=2, score=0.74"
KH-00181,CÔNG TY TNHH LONG PHÚ,21,4,442513867.0,3,4,5,0.7421453121674492,A - Top,LOW,Tăng trưởng,"Duy trì đà tăng, ưu tiên sản phẩm chiến lược",Đang hoạt động hoặc rủi ro thấp,"R=3, F=4, M=5, score=0.74"
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,18,7,274366693.0,3,5,5,0.7413005968494335,A - Top,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.74"
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,4,4,75368493.0,5,4,3,0.7388961317505017,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.74"
KH-00350,CÔNG TY TNHH BÌNH MINH,12,4,240755876.0,4,4,5,0.737282956283414,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.74"
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,21,6,865554182.0,3,5,5,0.7343105543326913,A - Top,LOW,Theo dõi thêm,Theo dõi thêm,Đang hoạt động hoặc rủi ro thấp,"R=3, F=5, M=5, score=0.73"
KH-00653,HỘ KINH DOANH SƠN HÀ,4,4,68397943.0,5,4,3,0.7337679266222966,A - Top,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.73"
KH-00697,CÔNG TY TNHH THƯƠNG MẠI TRƯỜNG THỊNH,12,4,204601345.0,4,4,5,0.7315849505854083,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.73"
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,6,3,140046168.0,4,4,4,0.7311782706998008,A - Top,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.73"
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,13,5,158372192.0,4,5,4,0.7307310606610697,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=5, M=4, score=0.73"
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,6,4,84908131.0,4,4,3,0.7305372450587752,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.73"
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,6,4,77167214.0,5,4,3,0.7303521327234453,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.73"
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,12,3,139881628.0,4,3,4,0.7286647226651803,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=3, M=4, score=0.73"
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,6,4,81006652.0,4,4,3,0.7251241396456697,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=3, score=0.73"
KH-00635,DOANH NGHIỆP TW ĐẠI LỢI,4,3,90429323.0,5,4,3,0.7247223425767125,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.72"
KH-00395,HỘ KINH DOANH TÂY BẮC,10,4,134621259.0,4,4,4,0.7238272692421368,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=4, score=0.72"
KH-00624,CÔNG TY TNHH THƯƠNG MẠI HÙNG CƯỜNG,13,4,192812740.0,4,4,5,0.7207595506895598,B - High,LOW,VIP / Chiến lược,"Duy trì chăm sóc riêng, ưu tiên hàng bán chạy",Đang hoạt động hoặc rủi ro thấp,"R=4, F=4, M=5, score=0.72"
KH-00028,DOANH NGHIỆP TW PHÚ THỊNH,4,4,78779250.0,5,4,3,0.7197587482847637,B - High,LOW,Đang hoạt động / trung thành,"Duy trì nhịp đặt hàng, gợi ý bán thêm",Đang hoạt động hoặc rủi ro thấp,"R=5, F=4, M=3, score=0.72"
